Specified Values,Specified Attribute Names,Diabetes_binary,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count
"1, 1, [25.81374141476541,64.725], 0, 0, 0, 0, [4.402738716135481,5.96], 1, [6.46,13.54], [0.8650000000000002,5.135]","HighChol, CholCheck, BMI, Stroke, HeartDiseaseorAttack, PhysActivity, HvyAlcoholConsump, GenHlth, DiffWalk, Age, Income",1,0.46266436603796024,0.8571428571428571,1,212.152,9727,9187,0.5238095238095238,0.0004436309077123166,6,7
"1, 1, [33.275,69.975], 0, 0, 1, 1, [4.5,13.5]","HighBP, HighChol, BMI, Smoker, HvyAlcoholConsump, AnyHealthcare, DiffWalk, Age",1,0.6472278485082303,0.9166666666666666,1,295.54200576000005,9765,9187,0.38095238095238093,0.0006180076939290109,11,12
"1, 1, 1, 1, 0, 1, [7.699999999999999,17.259999999999998]","HighBP, HighChol, CholCheck, Smoker, NoDocbcCost, DiffWalk, Age",1,0.4293934488306322,0.8444444444444444,2,272.70951634697747,9965,9190,0.3333333333333333,0.0011405253806591167,38,45
"1, 1, 0, 1, [0.07499999999999973,3.9250000000000003]","HighBP, CholCheck, HvyAlcoholConsump, DiffWalk, Income",1,0.17405764484871927,0.7049180327868853,1,176.35977767315686,9965,9190,0.23809523809523808,0.0003687858151376604,43,61
"0, 1, 1, 1, 0, [1.88,8.120000000000001]","HeartDiseaseorAttack, PhysActivity, Veggies, AnyHealthcare, Sex, Age",0,0.2490501971885597,0.7572815533980582,1,262.8192412722889,9990,9195,0.2857142857142857,0.0005495811426236277,78,103
"1, 1, 1, 0, 0, 0, [8.84,13.16], [4.6,7.4]","HighBP, HighChol, HeartDiseaseorAttack, Fruits, Veggies, Sex, Age, Education",1,1.0,1.0,1,231.5,9702,9196,0.38095238095238093,0.0004840894977912124,2,2
"1, 1, [1.75,44.25], 1, 0, 1, 0, [2.6799999999999997,4.6]","HighBP, CholCheck, BMI, Smoker, Fruits, AnyHealthcare, NoDocbcCost, GenHlth",1,0.2438596708938226,0.7540983606557377,1,190.94276411969562,9979,9196,0.38095238095238093,0.0003992802885078591,46,61
"1, 1, 0, 0, 1, 0, [7.0600000000000005,7.489174200049248]","Stroke, HeartDiseaseorAttack, PhysActivity, HvyAlcoholConsump, AnyHealthcare, Sex, Age",1,0.1,1.0,1,240.0,9200,9200,0.3333333333333333,0.0005018638422025528,0,0
"1, 1, 1, [30.025,69.975], 1, 0, 1","HighBP, HighChol, CholCheck, BMI, HeartDiseaseorAttack, HvyAlcoholConsump, AnyHealthcare",1,0.7451255881477955,0.9428571428571428,3,271.85569899236356,9986,9200,0.3333333333333333,0.001705431820262103,33,35
"1, 1, 1, 0, 0, 1, [1.94,4.0600000000000005], 1, [0.07499999999999973,3.9250000000000003]","HighChol, CholCheck, PhysActivity, Fruits, HvyAlcoholConsump, AnyHealthcare, GenHlth, DiffWalk, Income",1,0.03125,0.5,1,187.48,9904,9208,0.42857142857142855,0.00039203930473389416,3,6
"1, [30.025,69.975], 0, 1, 0, 1","CholCheck, BMI, Fruits, Veggies, HvyAlcoholConsump, NoDocbcCost",1,0.28462802079628785,0.7777777777777778,1,152.76288,9945,9208,0.2857142857142857,0.0003194423579280313,7,9
"0, 1, 0, 0, [1.0,8.120000000000001], [3.725,6.95]","Smoker, Fruits, NoDocbcCost, DiffWalk, Age, Education",0,0.254248345462383,0.7604166666666666,1,275.0683293365991,9990,9210,0.2857142857142857,0.0005751952026212617,73,96
"[11.25,26.33237163771839], 0, 0, 0, [1.0,8.120000000000001], [3.725,6.95]","BMI, Smoker, NoDocbcCost, DiffWalk, Age, Education",0,0.5792642820741052,0.896551724137931,1,272.341731431696,9990,9210,0.2857142857142857,0.0006454746152940721,52,58
"[-8.325000000000003,50.325], 0, 0, [-0.41999999999999993,2.3600000000000003], [-9.15,9.15], [-5.7,9.0], 0, 0, [4.48,8.120000000000001]","BMI, Stroke, NoDocbcCost, GenHlth, MentHlth, PhysHlth, DiffWalk, Sex, Age",0,0.36250963708328304,0.8163265306122449,1,297.79550777210943,9990,9214,0.42857142857142855,0.0006227199905048793,40,49
"1, 1, 0, 0, [2.5,5.5], [0.34999999999999964,9.65], [7.0600000000000005,11.8], [3.6199999999999997,8.38]","HighBP, HighChol, HvyAlcoholConsump, NoDocbcCost, GenHlth, MentHlth, Age, Income",1,0.708245596707819,0.9333333333333333,1,240.03249416192,9699,9215,0.38095238095238093,0.0005019317907231792,14,15
"1, 0, 1, [-0.41999999999999993,2.5], 0, 0, [0.0,6.0], [5.635,8.365]","PhysActivity, HvyAlcoholConsump, AnyHealthcare, GenHlth, DiffWalk, Sex, Age, Income",0,0.7835261664684589,0.9523809523809523,1,391.5337841766787,9788,9217,0.38095238095238093,0.0008187360386625543,20,21
"1, [3.1750000000000007,44.825], 0, 1, 0","HighChol, BMI, HvyAlcoholConsump, AnyHealthcare, NoDocbcCost",1,0.09715775894612545,0.6273291925465838,1,173.6229308364053,9986,9225,0.23809523809523808,0.00037959446898684347,202,322
"1, 1, 0, 1, [-0.3600000000000003,6.36]","HighChol, CholCheck, Stroke, AnyHealthcare, Age",1,0.0357074950308936,0.5135135135135135,1,143.73053040863556,9921,9225,0.23809523809523808,0.0003005548176362029,19,37
"1, [30.025,64.2], 1, 1, 1, 0, [7.699999999999999,17.259999999999998]","CholCheck, BMI, HeartDiseaseorAttack, Veggies, AnyHealthcare, Sex, Age",1,0.5904900000000001,0.9,1,264.07206400000007,9985,9227,0.3333333333333333,0.000552200919405827,9,10
"1, 1, 0","HighChol, CholCheck, HvyAlcoholConsump",1,0.10004652392396562,0.6310160427807486,1,133.70032323570274,9986,9231,0.14285714285714285,0.0002752417958554194,236,374
"0, 1, 0, 0, 1, [4.04,5.96], 1","Stroke, Fruits, Veggies, HvyAlcoholConsump, AnyHealthcare, GenHlth, DiffWalk",1,0.03125,0.5,1,216.16,9305,9233,0.3333333333333333,0.0004520120338770992,3,6
"0, 1, 0, 0, 1, 0, [4.04,5.96], 1","HighBP, CholCheck, Smoker, Stroke, Fruits, Veggies, GenHlth, DiffWalk",1,0.1,1.0,1,219.75,9233,9233,0.38095238095238093,0.0004595190805167124,0,0
"0, 1, 0, [1.0,8.120000000000001], [3.725,6.95], [6.355,9.645]","Smoker, AnyHealthcare, NoDocbcCost, Age, Education, Income",0,0.2490501971885597,0.7572815533980582,1,273.5460147011991,9990,9235,0.2857142857142857,0.0005720118914880824,78,103
"0, 0, [11.25,26.33237163771839], 0, 0, 0, 0, [1.88,8.120000000000001]","HighBP, HighChol, BMI, Smoker, HeartDiseaseorAttack, DiffWalk, Sex, Age",0,1.0,1.0,1,354.71110735523996,9990,9235,0.38095238095238093,0.0007417361633717622,24,24
"1, 1, 1, 1, 1, 0, 1, [2.5,5.96], [20.55,39.45], [7.699999999999999,16.9]","HighChol, CholCheck, Smoker, HeartDiseaseorAttack, Veggies, HvyAlcoholConsump, AnyHealthcare, GenHlth, MentHlth, Age",1,0.2373046875,0.75,1,212.0,9937,9239,0.47619047619047616,0.000443313060612255,3,4
"1, 1, [30.025,69.975], 0, 0, 0, [5.9799999999999995,14.02]","HighChol, CholCheck, BMI, Stroke, PhysActivity, HvyAlcoholConsump, Age",1,0.3344500190985326,0.8032786885245902,2,215.23032889281583,9961,9239,0.3333333333333333,0.0009001359984722306,49,61
"0, 0, 0, 1, 0, [-0.41999999999999993,1.5], [-5.3999999999999995,5.3999999999999995], [-5.55,5.55]","HighBP, HighChol, Stroke, PhysActivity, Fruits, GenHlth, MentHlth, PhysHlth",1,0.0,0.0,1,345.8176,9241,9241,0.38095238095238093,0.0007231389559886064,0,8
"0, 0, 0, 1, 0, 1, [0.5,2.3600000000000003], [-4.6,8.6], 0, [4.16,11.84]","HighBP, HighChol, Stroke, PhysActivity, Fruits, Veggies, GenHlth, PhysHlth, DiffWalk, Age",0,0.19649623617673456,0.7222222222222222,1,294.351593971712,9766,9241,0.47619047619047616,0.0006155184246212049,13,18
"1, 0, 1, 0, 0, [2.5,5.32], [-3.0500000000000007,11.05], 1, [6.74,17.259999999999998], [3.725,6.275]","HighBP, PhysActivity, Fruits, HvyAlcoholConsump, NoDocbcCost, GenHlth, MentHlth, Sex, Age, Education",1,0.21720617794361205,0.7368421052631579,1,228.6174151829094,9961,9244,0.47619047619047616,0.0004780617265754631,14,19
"1, [33.275,69.975], 1, 0, 1, 1, 0, 1","HighBP, BMI, Smoker, HeartDiseaseorAttack, Fruits, AnyHealthcare, NoDocbcCost, Sex",1,1.0,1.0,1,243.83520000000001,9961,9244,0.38095238095238093,0.0005098836264009496,8,8
"0, 0, 1, 0, [1.0,8.120000000000001], [3.725,6.95], [6.355,9.645]","Smoker, HvyAlcoholConsump, AnyHealthcare, NoDocbcCost, Age, Education, Income",0,0.23333647121053863,0.7474747474747475,1,273.5459956561432,9990,9255,0.3333333333333333,0.0005720118516629785,74,99
"1, [9.8,64.2], 1, 0, [2.06,5.5], 1, [7.0600000000000005,12.48], [1.775,4.225]","HighBP, BMI, Veggies, NoDocbcCost, GenHlth, Sex, Age, Education",1,0.34765472254481466,0.8095238095238095,1,202.02365071345582,9871,9258,0.38095238095238093,0.000422451523178506,17,21
"1, 1, 1, 1, 0, 1, [7.699999999999999,12.94], [3.75,6.25]","HighBP, HighChol, CholCheck, HeartDiseaseorAttack, NoDocbcCost, DiffWalk, Age, Education",1,0.512908935546875,0.875,1,303.867949113344,9965,9262,0.38095238095238093,0.0006354180686009693,14,16
"1, 1, 0, [7.0600000000000005,17.259999999999998]","CholCheck, Smoker, HvyAlcoholConsump, Age",1,0.10179358736076466,0.6332046332046332,1,160.5379660198797,9997,9262,0.19047619047619047,0.0003453920173310791,164,259
"1, 0, 1, 1, 0, 1, [3.675,6.325], [0.07499999999999973,3.9250000000000003]","CholCheck, Stroke, Veggies, AnyHealthcare, NoDocbcCost, DiffWalk, Education, Income",1,0.4234790289079717,0.8421052631578947,1,230.64448625682022,9965,9265,0.38095238095238093,0.00048230053356534036,16,19
"1, 1, [30.025,105.42072998476135], 0, 1, [-11.25,11.25], 1, [0.07499999999999973,3.9250000000000003]","HighBP, CholCheck, BMI, HvyAlcoholConsump, AnyHealthcare, MentHlth, DiffWalk, Income",1,0.5904900000000001,0.9,1,296.61784530195575,9965,9265,0.38095238095238093,0.0006202573812878414,18,20
"1, 1, 0, 1, [2.06,3.94], 1, [0.07499999999999973,3.9250000000000003]","HighBP, CholCheck, HvyAlcoholConsump, AnyHealthcare, GenHlth, DiffWalk, Income",0,0.014458261438686257,0.42857142857142855,1,204.28,9958,9266,0.3333333333333333,0.0004271697736880729,3,7
"1, 1, [3.1750000000000007,44.825], 0, 1, 1, 0, [-0.3600000000000003,6.36]","HighChol, CholCheck, BMI, PhysActivity, Veggies, AnyHealthcare, NoDocbcCost, Age",1,0.13168724279835387,0.6666666666666666,1,140.72,9796,9269,0.38095238095238093,0.0002942594994780968,4,6
"1, 0, 1, 0, 0","HighChol, HeartDiseaseorAttack, Fruits, HvyAlcoholConsump, NoDocbcCost",1,0.038660462936795,0.5217391304347826,1,148.84433943075925,9961,9269,0.23809523809523808,0.0003148263487409857,84,161
"0, 0, 0, 1, 0, [0.74,3.26], [-8.15,10.15], [-10.500000000000002,10.500000000000002]","HighBP, HighChol, HeartDiseaseorAttack, AnyHealthcare, NoDocbcCost, GenHlth, MentHlth, PhysHlth",0,0.40741299232110023,0.8356164383561644,1,266.8125271548623,9990,9270,0.38095238095238093,0.000557931500107134,122,146
"0, 0, 0, 1, [1.88,8.120000000000001]","HighBP, HighChol, Fruits, Veggies, Age",0,0.4128571866759781,0.8378378378378378,1,276.33142853605233,9976,9270,0.23809523809523808,0.000577836468526764,31,37
"0, 0, 0, 1, 1, 0, 1, [0.06000000000000005,7.0]","HighBP, HighChol, CholCheck, Smoker, PhysActivity, Fruits, AnyHealthcare, Age",0,1.0,1.0,1,178.0,9272,9272,0.38095238095238093,0.00037221568296689334,1,1
"1, [1.75,69.975], 1, 1, 0, 1, [5.34,12.66]","HighBP, BMI, Smoker, HeartDiseaseorAttack, Fruits, AnyHealthcare, Age",1,0.1473475405306393,0.6818181818181818,1,202.60117231962346,9863,9273,0.3333333333333333,0.00042365917822944884,15,22
"[-6.050000000000001,57.025], 0, 0, [-0.3600000000000001,2.8200000000000003], 0, [4.95,7.05]","BMI, Smoker, HeartDiseaseorAttack, GenHlth, DiffWalk, Education",0,0.3821815722656249,0.825,1,283.03294473596026,9990,9275,0.2857142857142857,0.0005918500046462159,99,120
"0, 0, [0.4670686734677377,1.94], 0, [0.28000000000000025,8.120000000000001]","Smoker, HvyAlcoholConsump, GenHlth, DiffWalk, Age",0,0.8487852119680392,0.967741935483871,1,257.16446718770584,9990,9280,0.23809523809523808,0.0005377564482533099,30,31
"1, 1, 1, 0, 1","HighBP, CholCheck, Stroke, HvyAlcoholConsump, AnyHealthcare",1,0.20346349914002398,0.7272727272727273,1,198.4579594745423,9986,9281,0.23809523809523808,0.00041499530857321796,24,33
"1, 1, 0, 1, [7.0600000000000005,12.94], [2.2,5.8], [0.07499999999999973,3.9250000000000003]","CholCheck, HeartDiseaseorAttack, HvyAlcoholConsump, DiffWalk, Age, Education, Income",1,0.21208362139917689,0.7333333333333333,1,252.66030057472,9911,9281,0.3333333333333333,0.0005283377884103368,11,15
"1, 1, [30.025,69.975], 0, 0, 0, 0, [5.9799999999999995,14.02]","HighChol, CholCheck, BMI, Smoker, Stroke, PhysActivity, HvyAlcoholConsump, Age",1,0.09895227559841319,0.6296296296296297,1,257.23105532473653,9844,9282,0.38095238095238093,0.0005378956906628738,17,27
"1, 1, [10.122265535069289,69.975], 0, 0, 0, [5.9799999999999995,14.02]","HighChol, CholCheck, BMI, Stroke, PhysActivity, HvyAlcoholConsump, Age",1,0.17882497667790725,0.7087378640776699,1,180.167955561959,9961,9289,0.3333333333333333,0.00037674909341709807,73,103
"1, 0, 1, [-11.25,11.25], [7.0600000000000005,17.259999999999998]","Smoker, HvyAlcoholConsump, AnyHealthcare, MentHlth, Age",1,0.08452316223952026,0.6100917431192661,1,166.63085839538311,9997,9292,0.23809523809523808,0.0003613180713815832,133,218
"1, 1, 1, [30.025,69.975], 0, 1, 0, [2.6799999999999997,5.32], [-5.250000000000001,5.250000000000001], [0.07499999999999973,3.9250000000000003]","HighBP, HighChol, CholCheck, BMI, HeartDiseaseorAttack, PhysActivity, HvyAlcoholConsump, GenHlth, PhysHlth, Income",1,1.0,1.0,1,279.0,9573,9295,0.47619047619047616,0.0005834167165604677,3,3
"1, 0, [3.36,8.64]","HighChol, DiffWalk, Age",0,0.03125,0.5,1,128.39540413176965,9989,9296,0.14285714285714285,0.0029271371415833707,43,86
"0, 0, [-0.3600000000000001,2.8200000000000003], 0, [4.95,7.05]","HighBP, Smoker, GenHlth, DiffWalk, Education",0,0.5389837915635907,0.8837209302325582,2,313.9241294008465,9990,9301,0.23809523809523808,0.0013128930811766683,76,86
"[-6.050000000000001,57.025], 0, 0, 0, [-0.41999999999999993,2.8200000000000003], [-5.7,5.7], 0, 0","BMI, Smoker, Stroke, HeartDiseaseorAttack, GenHlth, MentHlth, DiffWalk, Sex",0,0.279581552734375,0.775,1,283.37684203313427,9990,9301,0.38095238095238093,0.0005925691280582276,62,80
"1, [30.025,40.87488726675879], 0, [-11.25,11.25], [21.45,35.85], 1, [4.025,5.975]","CholCheck, BMI, HvyAlcoholConsump, MentHlth, PhysHlth, DiffWalk, Education",1,0.03125,0.5,1,304.0,9303,9303,0.3333333333333333,0.0006356942001232335,1,2
"1, [20.539377027884463,69.975], 0, 1, [4.402738716135481,5.96], [0.8650000000000002,5.135]","HighChol, BMI, HvyAlcoholConsump, AnyHealthcare, GenHlth, Income",1,0.19349176319999997,0.72,1,269.6553860711442,9965,9305,0.2857142857142857,0.0005638762005178216,18,25
"[1.75,64.2], 0, 1, 1, 1, 1, 1, [7.699999999999999,17.259999999999998], [5.775,8.225]","BMI, Stroke, HeartDiseaseorAttack, PhysActivity, Veggies, AnyHealthcare, DiffWalk, Age, Income",1,0.3276800000000001,0.8,1,205.2,9887,9320,0.42857142857142855,0.0004290935850831826,4,5
"1, [30.025,69.975], 1, 0, 1, 0","CholCheck, BMI, HeartDiseaseorAttack, HvyAlcoholConsump, AnyHealthcare, Sex",1,0.670176922268936,0.9230769230769231,1,265.42315417599997,9985,9320,0.2857142857142857,0.0005550261831845329,12,13
"1, 1, [25.81374141476541,88.49094198912056], 0, 0, 0, [2.6799999999999997,5.96], [20.55,39.45], [6.46,13.54], [0.8650000000000002,5.135]","HighChol, CholCheck, BMI, HeartDiseaseorAttack, PhysActivity, HvyAlcoholConsump, GenHlth, PhysHlth, Age, Income",1,0.2373046875,0.75,1,213.26653184,9853,9321,0.47619047619047616,0.0004459615045101478,9,12
"1, 1, 1, [33.275,64.725], 0, 0, 0, 1, 1, [6.46,13.54]","HighBP, HighChol, CholCheck, BMI, Smoker, Stroke, HeartDiseaseorAttack, Fruits, DiffWalk, Age",1,1.0,1.0,1,298.0,9401,9325,0.47619047619047616,0.0006231476040681697,2,2
"[30.025,69.975], 0, 1, 0, [-3.1000000000000014,13.100000000000001], [3.5300000000000002,6.47]","BMI, HvyAlcoholConsump, AnyHealthcare, NoDocbcCost, MentHlth, Income",1,0.12324861859319845,0.6578947368421053,1,225.60829938879255,9997,9326,0.2857142857142857,0.00047176936651684696,50,76
"1, 1, 1, 0, 0, 1, [3.42,8.58]","HighBP, CholCheck, Stroke, Veggies, HvyAlcoholConsump, AnyHealthcare, Age",1,0.03125,0.5,1,163.0,9986,9326,0.3333333333333333,0.0003408491928292338,1,2
"0, 0, 0, 1, 0, 0, [-0.3600000000000001,3.26], 0, [7.765370287545453,10.205]","HighBP, Stroke, HeartDiseaseorAttack, PhysActivity, HvyAlcoholConsump, NoDocbcCost, GenHlth, DiffWalk, Income",0,0.5082881644640274,0.8734177215189873,1,304.70066524547303,9990,9328,0.42857142857142855,0.0006371593607573622,69,79
"0, 0, 0, 0, [-0.3600000000000001,3.26], 0, [5.795,10.205]","HighBP, Stroke, HeartDiseaseorAttack, HvyAlcoholConsump, GenHlth, DiffWalk, Income",0,0.3252634913786434,0.7988165680473372,1,264.8532142307599,9990,9328,0.3333333333333333,0.0005538343821397708,135,169
"0, 0, 0, 1, 0, 0, 0","HighBP, Stroke, HeartDiseaseorAttack, PhysActivity, HvyAlcoholConsump, NoDocbcCost, DiffWalk",0,0.31919134258499154,0.7958115183246073,1,287.426689869155,9990,9330,0.3333333333333333,0.0006010377622053986,152,191
"0, 0, [-4.35,10.05], 0, 0, [2.675,5.325]","Stroke, PhysActivity, MentHlth, DiffWalk, Sex, Education",0,0.051544044179978286,0.5526315789473685,1,149.08703897786586,9976,9331,0.2857142857142857,0.000311755809183473,21,38
"1, 1, 0, 0, [-0.3600000000000001,3.26]","CholCheck, Smoker, Stroke, HvyAlcoholConsump, GenHlth",1,0.028895584340555412,0.49222797927461137,1,123.26783235165769,9997,9334,0.23809523809523808,0.003003581906138884,95,193
"0, 1, [-0.3600000000000001,2.8200000000000003], 0, [4.95,7.05]","HighBP, HighChol, GenHlth, DiffWalk, Education",0,0.2567458542283846,0.7619047619047619,1,168.17536132215082,9913,9336,0.23809523809523808,0.00035167138748723833,32,42
"1, 1, 1, [30.025,69.975], 1, 0, 1, [5.9350000000000005,10.065]","HighBP, HighChol, CholCheck, BMI, HeartDiseaseorAttack, HvyAlcoholConsump, AnyHealthcare, Income",1,0.401877572016461,0.8333333333333334,1,247.40215808,9831,9341,0.38095238095238093,0.0005173424900968006,10,12
"1, 1, 1, [30.025,69.975], 1, 0, 1, [8.5,11.5]","HighBP, HighChol, CholCheck, BMI, HeartDiseaseorAttack, HvyAlcoholConsump, AnyHealthcare, Age",1,0.7241964340209961,0.9375,1,291.30190955315203,9985,9341,0.38095238095238093,0.0006091412315386892,15,16
"0, 1, [-5.024999999999999,57.025], 0, 0, 0, [-0.41999999999999993,2.8200000000000003], [-5.7,5.7], 0, [0.06000000000000005,2.98]","HighBP, CholCheck, BMI, Smoker, Stroke, HvyAlcoholConsump, GenHlth, PhysHlth, DiffWalk, Age",0,1.0,1.0,1,222.58295808000003,9969,9352,0.47619047619047616,0.0004654430772951607,12,12
"0, 0, 1, 0, [-5.7,14.451399716017583], 0, [0.06000000000000005,2.98]","Smoker, Stroke, PhysActivity, HvyAlcoholConsump, PhysHlth, DiffWalk, Age",0,1.0,1.0,1,223.72262912,9969,9352,0.3333333333333333,0.000467826242657583,12,12
"1, 0, 0, [-7.65,7.65], [-8.25,8.25], 1, [9.1,22.641422631134425], [2.425,5.575], [4.76,9.24]","HeartDiseaseorAttack, Fruits, HvyAlcoholConsump, MentHlth, PhysHlth, Sex, Age, Education, Income",1,1.0,1.0,1,211.0,9881,9357,0.42857142857142855,0.00044122196126974436,4,4
"0, 0, 0, [6.04,10.205]","Stroke, HeartDiseaseorAttack, Sex, Income",0,0.11221493368297088,0.6456692913385826,1,282.5679125518268,9990,9363,0.19047619047619047,0.0005908775761517281,82,127
"0, 0, 0, 1, 0, [-0.3600000000000001,3.26], [5.795,9.33]","HighBP, HighChol, Stroke, PhysActivity, HvyAlcoholConsump, GenHlth, Income",0,0.392826646826755,0.8295454545454546,1,311.0690993348509,9990,9363,0.3333333333333333,0.0006504763890944826,73,88
"0, 0, 1, 1, [6.74,17.259999999999998]","PhysActivity, HvyAlcoholConsump, AnyHealthcare, Sex, Age",1,0.231092867969897,0.746031746031746,1,183.07622454612033,9997,9365,0.23809523809523808,0.0003828305727777219,47,63
"0, 1, 1, 0, 0, 0, 0, [2.5,5.5], 1","HighBP, CholCheck, Smoker, Stroke, PhysActivity, HvyAlcoholConsump, NoDocbcCost, GenHlth, Sex",1,0.16806999999999994,0.7,1,116.807168,9938,9365,0.42857142857142855,0.0002442553922053295,7,10
"1, 1, [1.75,69.975], 1, 1, 0, 0, 1","HighBP, HighChol, BMI, Smoker, HeartDiseaseorAttack, Fruits, HvyAlcoholConsump, AnyHealthcare",1,0.11602906250000002,0.65,1,201.1152580543185,9863,9368,0.38095238095238093,0.00042055198388624246,13,20
"1, 1, 1, 0, [5.34,12.66], [3.8499999999999996,6.15]","Smoker, HeartDiseaseorAttack, PhysActivity, Fruits, Age, Education",1,0.13168724279835387,0.6666666666666666,1,166.6163720773632,9945,9368,0.2857142857142857,0.00034841138610248177,12,18
"1, 1, 1, 0, 1, [7.699999999999999,17.259999999999998]","HighBP, HighChol, CholCheck, NoDocbcCost, DiffWalk, Age",1,0.3632654951131687,0.8166666666666667,1,283.49218772406573,9965,9372,0.2857142857142857,0.0005928103273566958,49,60
"0, 0, 0, 0, 0, [1.0,5.9399999999999995]","HighBP, Smoker, Stroke, HeartDiseaseorAttack, DiffWalk, Age",0,0.6137348111359834,0.9069767441860465,3,240.60377486701063,9952,9375,0.2857142857142857,0.0015093791862899495,39,43
"1, 1, 1, [30.025,69.975], 1, 1, [2.5,5.5], [8.5,11.5]","HighBP, HighChol, CholCheck, BMI, Veggies, AnyHealthcare, GenHlth, Age",1,0.5821262541771084,0.8974358974358975,1,284.4150203601451,9979,9376,0.38095238095238093,0.0005947400620752488,35,39
"1, [25.81374141476541,69.975], 0, 1, [4.402738716135481,5.96], [9.799999999999999,30.200000000000003], [0.8650000000000002,5.135]","HighChol, BMI, HvyAlcoholConsump, AnyHealthcare, GenHlth, PhysHlth, Income",1,0.21720617794361205,0.7368421052631579,1,302.65618033508355,9965,9378,0.3333333333333333,0.0006328841397054739,14,19
"1, 0, 0, 0, 1, 0","HighBP, Smoker, Stroke, Veggies, HvyAlcoholConsump, DiffWalk",0,1.0,1.0,1,72.0,9381,9381,0.2857142857142857,0.00015055915266076584,1,1
"0, 0, 0, [1.0,8.120000000000001]","Smoker, HeartDiseaseorAttack, DiffWalk, Age",0,0.2373046875,0.75,1,237.42405358558426,9990,9384,0.19047619047619047,0.0005542041988115691,93,124
"0, 0, 0, 1, 0, [0.4670686734677377,1.94], [-7.5,7.5], 0, [0.28000000000000025,5.9399999999999995], [3.725,6.275]","HighBP, Smoker, Stroke, Veggies, HvyAlcoholConsump, GenHlth, PhysHlth, DiffWalk, Age, Education",0,1.0,1.0,1,327.872,9969,9384,0.47619047619047616,0.0006856129236276475,7,7
"1, 1, 0, 1, [7.0600000000000005,17.259999999999998]","HighBP, HeartDiseaseorAttack, HvyAlcoholConsump, AnyHealthcare, Age",1,0.16986944825402764,0.7014925373134329,1,243.15683838203455,9985,9388,0.23809523809523808,0.0005084651048676376,47,67
"0, 0, 1, [3.3,6.7]","HighBP, Stroke, PhysActivity, Education",0,0.27126761533693566,0.7703349282296651,1,266.36571542046454,9990,9395,0.19047619047619047,0.0005569971723831088,161,209
"1, 0, 1, 0, 0","HighChol, Stroke, AnyHealthcare, NoDocbcCost, DiffWalk",1,0.04358106590896312,0.5343915343915344,1,159.23762319166937,9985,9397,0.23809523809523808,0.0003419930847896928,101,189
"1, 1, 1, [33.275,64.725], 0, 0, 0, 1, 1, [-3.75,3.75], 1, [6.46,13.54]","HighBP, HighChol, CholCheck, BMI, Smoker, Stroke, HeartDiseaseorAttack, Fruits, AnyHealthcare, MentHlth, DiffWalk, Age",1,1.0,1.0,1,292.0,9401,9401,0.5714285714285714,0.0006106010080131059,1,1
"1, 1, [30.025,69.975], 1, 1, [2.5,5.5], [8.5,11.5]","HighBP, CholCheck, BMI, Veggies, AnyHealthcare, GenHlth, Age",1,0.3943519879110702,0.8301886792452831,1,269.17396535375303,9979,9401,0.3333333333333333,0.0005628695019722139,44,53
"0, 0, 0, 1, [-0.3600000000000001,2.84], 0, [4.45,6.95], [4.732581852330824,9.33]","HighChol, Stroke, HeartDiseaseorAttack, AnyHealthcare, GenHlth, DiffWalk, Education, Income",0,0.3666478320532007,0.8181818181818182,1,245.28382411243462,9990,9404,0.38095238095238093,0.0005129128433300067,72,88
"0, 0, 0, 0, [-0.3600000000000001,3.26], [-9.9,8.6], 0, [5.05,7.55]","HighBP, HighChol, Stroke, HeartDiseaseorAttack, GenHlth, PhysHlth, DiffWalk, Education",0,0.49717673529828965,0.8695652173913043,1,293.09818495957506,9990,9404,0.38095238095238093,0.0006128974218600284,60,69
"1, 1, 1, 1, 0, 1, 1, [7.699999999999999,17.259999999999998]","HighChol, CholCheck, HeartDiseaseorAttack, AnyHealthcare, NoDocbcCost, DiffWalk, Sex, Age",1,0.670176922268936,0.9230769230769231,2,313.07110911999996,9965,9406,0.38095238095238093,0.0013093255808798155,12,13
"1, 1, 1, [25.81374141476541,44.25], 1, [2.5,5.96], [-10.350000000000001,10.350000000000001], [19.200000000000003,40.8], 1, [9.32,12.68], [0.8650000000000002,5.135]","HighBP, HighChol, CholCheck, BMI, HeartDiseaseorAttack, GenHlth, MentHlth, PhysHlth, DiffWalk, Age, Income",1,1.0,1.0,1,418.0,9965,9406,0.5238095238095238,0.0008740795251694462,1,1
"[-5.024999999999999,57.025], 0, 0, 1, [-0.41999999999999993,2.8200000000000003], [-4.35,2.96239722654067], [-5.7,5.7], 0, [0.06000000000000005,2.98]","BMI, Stroke, HeartDiseaseorAttack, PhysActivity, GenHlth, MentHlth, PhysHlth, DiffWalk, Age",0,1.0,1.0,1,330.3333333333333,9605,9410,0.42857142857142855,0.0006907598161426803,3,3
"1, 1, 0, 0, 1, 0, 1","HighBP, Smoker, HeartDiseaseorAttack, HvyAlcoholConsump, AnyHealthcare, NoDocbcCost, Sex",1,0.3572711466646851,0.813953488372093,1,171.30113706371768,9961,9413,0.3333333333333333,0.000373525592197453,35,43
